x1,x2,x3,x4,x5,x6,x7,x8,x9,y
59,1,28.0,0,> 2 Years,Yes,42030.0,122.0,297,0
23,1,33.0,1,< 1 Year,No,33004.0,152.0,18,0
41,1,50.0,0,1-2 Year,Yes,32162.0,17.0,168,1
50,1,8.0,0,1-2 Year,Yes,35576.0,124.0,246,0
59,1,2.0,1,1-2 Year,No,30044.0,30.0,162,0
44,1,28.0,0,1-2 Year,Yes,29238.0,122.0,173,0
34,1,35.0,0,< 1 Year,No,2630.0,1.0,97,0
23,1,49.0,0,< 1 Year,Yes,17439.0,26.0,238,0
49,1,3.0,1,1-2 Year,No,35784.0,26.0,35,0
22,1,43.0,0,< 1 Year,No,70570.0,152.0,212,0
22,1,28.0,1,< 1 Year,No,78338.0,152.0,83,0
36,1,46.0,0,1-2 Year,Yes,27815.0,156.0,285,1
39,1,28.0,0,1-2 Year,Yes,2630.0,157.0,76,0
21,1,35.0,1,< 1 Year,No,43368.0,152.0,201,0
21,1,21.0,1,< 1 Year,No,35511.0,152.0,104,0
44,1,34.0,0,1-2 Year,Yes,33739.0,124.0,212,0
29,1,25.0,1,< 1 Year,No,22068.0,152.0,173,0
24,1,3.0,0,< 1 Year,No,29574.0,160.0,120,0
32,1,15.0,1,< 1 Year,No,2630.0,152.0,289,0
37,1,28.0,1,1-2 Year,No,35002.0,152.0,131,0
63,1,8.0,0,1-2 Year,Yes,46056.0,124.0,130,0
60,1,38.0,1,1-2 Year,No,55938.0,26.0,293,0
52,1,28.0,0,1-2 Year,Yes,33744.0,122.0,85,1
21,1,28.0,0,< 1 Year,No,39086.0,160.0,196,0
25,1,36.0,1,< 1 Year,No,32174.0,152.0,197,0
50,1,0.0,0,1-2 Year,No,2630.0,26.0,262,0
23,1,8.0,0,< 1 Year,Yes,43097.0,160.0,266,0
41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,42,0
23,1,29.0,1,< 1 Year,No,38487.0,152.0,110,0
24,1,33.0,1,< 1 Year,No,30858.0,151.0,88,0
36,1,37.0,0,1-2 Year,Yes,43076.0,26.0,226,0
52,1,8.0,0,1-2 Year,Yes,43500.0,26.0,199,0
38,1,28.0,0,1-2 Year,No,33375.0,26.0,66,0
40,1,24.0,1,1-2 Year,No,25825.0,7.0,85,0
21,1,7.0,0,< 1 Year,Yes,26682.0,160.0,88,1
54,1,28.0,1,1-2 Year,No,26482.0,124.0,104,0
25,1,8.0,1,< 1 Year,No,2630.0,152.0,163,0
73,1,28.0,0,1-2 Year,Yes,29698.0,124.0,293,0
49,1,47.0,0,1-2 Year,Yes,45460.0,16.0,81,0
42,1,28.0,0,1-2 Year,Yes,28861.0,60.0,125,0
59,1,8.0,0,1-2 Year,Yes,34646.0,26.0,191,0
51,1,8.0,0,1-2 Year,Yes,56284.0,26.0,267,1
55,1,36.0,1,1-2 Year,No,2630.0,26.0,61,0
27,1,10.0,1,< 1 Year,No,23748.0,152.0,179,0
26,1,28.0,1,< 1 Year,No,167899.0,152.0,250,0
48,1,28.0,1,1-2 Year,No,2630.0,152.0,178,0
43,1,0.0,0,1-2 Year,Yes,2630.0,55.0,231,0
25,1,28.0,1,< 1 Year,No,50922.0,152.0,12,0
23,1,11.0,1,< 1 Year,No,36035.0,152.0,115,0
27,1,29.0,0,< 1 Year,Yes,38284.0,152.0,17,0
50,1,28.0,0,1-2 Year,Yes,36523.0,26.0,10,0
41,1,20.0,0,1-2 Year,Yes,2630.0,124.0,279,0
62,1,15.0,1,1-2 Year,No,51190.0,14.0,143,0
23,1,36.0,0,< 1 Year,No,28316.0,152.0,241,0
22,1,3.0,1,< 1 Year,No,50095.0,152.0,121,0
30,1,28.0,0,1-2 Year,Yes,55103.0,154.0,267,0
28,1,44.0,0,1-2 Year,Yes,37570.0,156.0,258,1
36,1,28.0,1,1-2 Year,No,31203.0,124.0,250,0
22,1,46.0,1,< 1 Year,No,33206.0,160.0,147,0
69,1,43.0,0,1-2 Year,Yes,19960.0,26.0,277,0
30,1,33.0,1,< 1 Year,No,29158.0,152.0,232,0
49,1,20.0,1,1-2 Year,No,2630.0,124.0,197,0
63,1,3.0,0,1-2 Year,No,26297.0,26.0,217,0
36,1,18.0,0,1-2 Year,Yes,40934.0,131.0,81,0
28,1,41.0,1,< 1 Year,No,49199.0,152.0,14,0
32,1,27.0,0,< 1 Year,No,21011.0,152.0,190,0
62,1,28.0,0,> 2 Years,Yes,55708.0,163.0,196,1
55,1,28.0,0,1-2 Year,Yes,34303.0,124.0,178,0
29,1,18.0,0,1-2 Year,No,2630.0,157.0,77,0
23,1,15.0,1,< 1 Year,No,21454.0,152.0,202,0
41,1,28.0,0,1-2 Year,Yes,33511.0,157.0,51,0
25,1,8.0,1,< 1 Year,No,38786.0,160.0,239,0
44,1,48.0,0,1-2 Year,Yes,2630.0,26.0,114,0
75,1,28.0,1,1-2 Year,No,43167.0,124.0,163,0
42,1,36.0,0,1-2 Year,Yes,2630.0,154.0,252,0
64,0,38.0,0,1-2 Year,Yes,2630.0,124.0,282,0
22,1,23.0,1,< 1 Year,No,46975.0,152.0,297,0
68,1,8.0,1,1-2 Year,No,40814.0,26.0,124,0
20,1,36.0,0,< 1 Year,Yes,29000.0,160.0,224,0
79,1,28.0,1,1-2 Year,No,28160.0,124.0,175,0
49,1,28.0,0,> 2 Years,Yes,57579.0,26.0,115,0
34,1,30.0,0,1-2 Year,Yes,2630.0,163.0,148,0
69,1,38.0,0,1-2 Year,Yes,37233.0,124.0,18,0
73,1,8.0,1,1-2 Year,No,26734.0,124.0,22,0
46,1,46.0,0,1-2 Year,Yes,2630.0,26.0,73,1
38,1,46.0,0,1-2 Year,Yes,44126.0,122.0,42,0
63,1,47.0,1,1-2 Year,No,37559.0,124.0,84,0
43,1,37.0,1,1-2 Year,No,28798.0,124.0,214,0
26,1,36.0,1,< 1 Year,No,36280.0,152.0,159,0
21,1,46.0,1,< 1 Year,No,28175.0,152.0,270,0
64,1,8.0,1,1-2 Year,Yes,2630.0,7.0,176,0
24,1,28.0,0,1-2 Year,Yes,2630.0,156.0,91,0
41,1,37.0,0,1-2 Year,Yes,2630.0,124.0,130,0
36,1,28.0,0,1-2 Year,Yes,32661.0,124.0,218,0
23,1,6.0,1,< 1 Year,No,45211.0,152.0,131,0
54,1,7.0,0,1-2 Year,Yes,2630.0,26.0,98,1
52,1,28.0,0,1-2 Year,Yes,61791.0,122.0,226,0
25,1,45.0,1,< 1 Year,No,17763.0,152.0,252,0
33,1,1.0,0,1-2 Year,No,2630.0,157.0,99,0
24,1,28.0,0,< 1 Year,Yes,2630.0,152.0,44,0
37,1,10.0,1,1-2 Year,No,18795.0,152.0,64,0
21,1,46.0,1,< 1 Year,No,26873.0,160.0,143,0
76,1,28.0,0,1-2 Year,Yes,46367.0,26.0,170,0
25,1,25.0,1,< 1 Year,No,30449.0,152.0,163,0
40,1,0.0,1,1-2 Year,No,2630.0,25.0,139,0
24,1,35.0,1,< 1 Year,No,22376.0,152.0,216,0
28,1,30.0,1,< 1 Year,No,21861.0,152.0,274,0
58,1,39.0,0,> 2 Years,Yes,31107.0,26.0,297,1
20,1,35.0,1,< 1 Year,No,24864.0,160.0,101,0
28,1,33.0,1,< 1 Year,No,29507.0,152.0,12,0
31,1,46.0,1,1-2 Year,No,2630.0,122.0,126,0
43,1,28.0,0,1-2 Year,No,33685.0,163.0,44,0
45,1,28.0,0,1-2 Year,Yes,51153.0,124.0,234,1
43,1,28.0,1,1-2 Year,No,49513.0,124.0,282,0
41,1,46.0,0,1-2 Year,Yes,27643.0,11.0,291,0
43,1,28.0,0,1-2 Year,Yes,40413.0,26.0,149,1
64,1,39.0,0,1-2 Year,Yes,2630.0,124.0,178,1
33,1,41.0,0,1-2 Year,No,35586.0,124.0,191,0
45,1,39.0,0,> 2 Years,Yes,32710.0,124.0,246,0
45,1,28.0,0,1-2 Year,Yes,44892.0,26.0,71,0
23,1,46.0,1,< 1 Year,No,29696.0,152.0,118,0
23,1,47.0,1,< 1 Year,No,31807.0,152.0,184,0
24,1,29.0,1,< 1 Year,No,38827.0,152.0,271,0
24,1,2.0,1,< 1 Year,No,2630.0,152.0,26,0
62,1,28.0,1,1-2 Year,No,43250.0,26.0,102,0
25,1,36.0,0,< 1 Year,Yes,29430.0,152.0,271,0
29,1,50.0,0,< 1 Year,Yes,28438.0,152.0,243,0
47,1,20.0,0,1-2 Year,Yes,2630.0,124.0,170,0
22,1,15.0,0,< 1 Year,No,28712.0,152.0,141,0
55,1,28.0,0,1-2 Year,No,41697.0,124.0,236,0
37,1,46.0,0,1-2 Year,Yes,20011.0,26.0,293,1
31,1,41.0,1,< 1 Year,No,2630.0,152.0,77,0
39,1,6.0,0,1-2 Year,Yes,32292.0,154.0,63,0
24,1,14.0,0,< 1 Year,Yes,2630.0,152.0,228,0
21,1,43.0,1,< 1 Year,No,19663.0,160.0,133,0
46,1,33.0,0,1-2 Year,Yes,40053.0,163.0,88,0
24,1,28.0,0,< 1 Year,Yes,25690.0,154.0,157,1
31,1,18.0,1,< 1 Year,No,28517.0,26.0,193,0
69,1,28.0,1,1-2 Year,No,28672.0,26.0,267,0
21,1,35.0,0,< 1 Year,Yes,26258.0,160.0,199,0
53,1,11.0,0,1-2 Year,Yes,38352.0,26.0,96,0
25,1,5.0,0,< 1 Year,No,21752.0,152.0,81,0
24,1,28.0,0,1-2 Year,Yes,2630.0,124.0,34,0
39,1,11.0,0,1-2 Year,Yes,2630.0,26.0,80,1
55,1,1.0,0,1-2 Year,Yes,2630.0,26.0,207,0
54,1,28.0,0,1-2 Year,Yes,2630.0,157.0,172,1
37,1,21.0,0,1-2 Year,Yes,34383.0,124.0,151,0
25,1,49.0,0,< 1 Year,Yes,23779.0,152.0,220,0
23,1,28.0,1,< 1 Year,No,2630.0,152.0,237,0
49,1,28.0,0,1-2 Year,No,33895.0,26.0,129,0
46,1,28.0,0,1-2 Year,Yes,48040.0,124.0,198,0
24,1,24.0,1,< 1 Year,No,33721.0,152.0,168,0
46,1,3.0,0,1-2 Year,Yes,21504.0,26.0,105,0
25,1,41.0,0,< 1 Year,Yes,32723.0,152.0,288,1
50,1,9.0,1,1-2 Year,No,33722.0,26.0,175,0
43,1,33.0,1,1-2 Year,No,36777.0,124.0,232,0
58,1,28.0,1,1-2 Year,No,26529.0,26.0,35,0
61,1,8.0,0,> 2 Years,Yes,46253.0,124.0,70,0
26,1,8.0,0,< 1 Year,No,53144.0,152.0,264,0
21,1,46.0,1,< 1 Year,No,20616.0,160.0,143,0
70,1,26.0,0,1-2 Year,Yes,39448.0,26.0,47,0
30,1,45.0,1,< 1 Year,No,2630.0,152.0,49,0
25,1,44.0,1,< 1 Year,No,25184.0,152.0,208,0
23,1,30.0,1,< 1 Year,No,39425.0,152.0,83,0
52,1,28.0,0,1-2 Year,No,43266.0,26.0,63,0
20,1,45.0,1,< 1 Year,Yes,2630.0,160.0,123,0
41,1,8.0,0,1-2 Year,Yes,54271.0,26.0,51,0
43,1,19.0,0,1-2 Year,Yes,2630.0,124.0,211,0
30,1,28.0,0,1-2 Year,Yes,28138.0,163.0,292,1
36,1,7.0,0,1-2 Year,Yes,2630.0,26.0,26,0
51,1,15.0,0,> 2 Years,Yes,2630.0,124.0,148,0
72,1,48.0,0,> 2 Years,Yes,2630.0,124.0,76,0
25,1,15.0,1,< 1 Year,No,2630.0,160.0,66,0
53,1,48.0,1,1-2 Year,No,2630.0,26.0,248,0
20,1,46.0,1,< 1 Year,Yes,2630.0,160.0,23,0
25,1,28.0,0,< 1 Year,No,43065.0,152.0,32,0
40,1,46.0,0,1-2 Year,Yes,45826.0,11.0,160,0
36,1,28.0,1,1-2 Year,No,48440.0,124.0,293,0
68,1,14.0,0,1-2 Year,Yes,2630.0,26.0,221,0
23,1,33.0,1,< 1 Year,No,32424.0,152.0,112,0
36,1,28.0,0,1-2 Year,Yes,32920.0,26.0,246,0
20,1,12.0,1,< 1 Year,No,18022.0,160.0,18,0
48,1,10.0,0,1-2 Year,Yes,37148.0,124.0,80,0
32,1,8.0,0,< 1 Year,Yes,47376.0,7.0,197,0
42,1,46.0,0,1-2 Year,Yes,26736.0,124.0,247,0
27,1,8.0,1,< 1 Year,No,31970.0,152.0,117,0
47,1,28.0,0,1-2 Year,Yes,40363.0,25.0,114,0
24,1,15.0,1,< 1 Year,No,36414.0,152.0,236,0
22,1,46.0,1,< 1 Year,No,28168.0,152.0,113,0
22,1,46.0,1,< 1 Year,No,28848.0,152.0,248,0
25,1,25.0,0,< 1 Year,No,29093.0,152.0,266,0
55,1,28.0,0,1-2 Year,Yes,51342.0,122.0,284,0
45,1,28.0,1,1-2 Year,No,41043.0,124.0,29,0
23,1,8.0,1,< 1 Year,No,40726.0,152.0,60,0
27,1,8.0,0,< 1 Year,Yes,31384.0,152.0,172,0
64,1,28.0,0,1-2 Year,Yes,2630.0,158.0,10,0
44,1,41.0,0,1-2 Year,Yes,2630.0,30.0,286,0
24,1,37.0,0,< 1 Year,Yes,2630.0,152.0,55,1
55,1,28.0,0,> 2 Years,Yes,69503.0,26.0,278,1
25,1,11.0,1,< 1 Year,No,22730.0,152.0,248,0
48,1,20.0,0,1-2 Year,Yes,2630.0,26.0,208,0
57,1,28.0,0,1-2 Year,Yes,43427.0,26.0,69,0
23,1,46.0,1,< 1 Year,No,28189.0,152.0,61,0
28,1,15.0,0,< 1 Year,Yes,2630.0,152.0,171,0
47,1,36.0,1,1-2 Year,No,31922.0,152.0,169,0
54,1,28.0,1,1-2 Year,No,39717.0,124.0,231,0
61,1,28.0,1,1-2 Year,Yes,30816.0,124.0,192,0
24,1,30.0,1,< 1 Year,No,21723.0,152.0,152,0
26,1,26.0,0,< 1 Year,Yes,41376.0,152.0,91,0
33,1,14.0,0,1-2 Year,Yes,36210.0,157.0,240,1
40,1,19.0,0,1-2 Year,Yes,2630.0,124.0,202,0
27,1,15.0,0,< 1 Year,No,2630.0,26.0,163,0
28,1,28.0,0,1-2 Year,Yes,2630.0,157.0,279,1
44,1,28.0,0,1-2 Year,Yes,37223.0,26.0,49,0
23,1,11.0,1,< 1 Year,No,41297.0,152.0,199,0
22,1,47.0,1,< 1 Year,No,42627.0,152.0,230,0
25,1,26.0,1,< 1 Year,No,43279.0,152.0,238,0
60,1,18.0,0,1-2 Year,Yes,50154.0,26.0,199,0
28,1,46.0,1,< 1 Year,No,23294.0,152.0,88,0
48,1,15.0,1,1-2 Year,No,21070.0,124.0,66,0
30,1,8.0,1,< 1 Year,No,34897.0,152.0,227,0
57,1,28.0,1,1-2 Year,No,44296.0,152.0,201,0
35,1,36.0,0,1-2 Year,Yes,27591.0,26.0,168,0
80,1,28.0,0,1-2 Year,Yes,51594.0,13.0,48,0
58,1,28.0,0,1-2 Year,Yes,23785.0,26.0,15,0
23,1,41.0,1,< 1 Year,No,35274.0,152.0,13,0
40,1,38.0,0,1-2 Year,Yes,25706.0,124.0,252,0
65,1,1.0,0,1-2 Year,Yes,2630.0,124.0,103,0
35,1,28.0,0,1-2 Year,Yes,53348.0,26.0,62,0
56,1,28.0,0,1-2 Year,Yes,35598.0,122.0,106,0
23,1,12.0,0,< 1 Year,Yes,51974.0,152.0,46,0
21,1,30.0,1,< 1 Year,No,26476.0,160.0,42,0
46,1,28.0,0,1-2 Year,Yes,32605.0,124.0,153,0
26,1,3.0,1,< 1 Year,No,31671.0,152.0,48,0
80,1,50.0,0,1-2 Year,Yes,27778.0,8.0,32,0
73,1,8.0,1,1-2 Year,No,35338.0,26.0,221,0
22,1,33.0,0,< 1 Year,No,2630.0,152.0,84,0
39,1,10.0,0,1-2 Year,Yes,25642.0,124.0,54,0
26,1,28.0,1,< 1 Year,No,33905.0,152.0,41,0
20,1,8.0,1,< 1 Year,No,46169.0,160.0,86,0
64,1,33.0,1,1-2 Year,No,2630.0,26.0,98,0
34,1,28.0,0,1-2 Year,Yes,47609.0,125.0,158,0
23,1,6.0,0,< 1 Year,Yes,26633.0,152.0,286,0
25,1,41.0,1,< 1 Year,No,45317.0,152.0,209,0
52,1,41.0,0,1-2 Year,Yes,25881.0,124.0,138,0
74,1,41.0,1,1-2 Year,No,39508.0,26.0,264,0
26,1,18.0,1,< 1 Year,No,24271.0,152.0,94,0
39,1,30.0,1,1-2 Year,No,2630.0,152.0,229,0
47,1,28.0,1,1-2 Year,Yes,39726.0,122.0,79,0
59,1,3.0,1,1-2 Year,No,33680.0,124.0,152,0
27,1,28.0,0,< 1 Year,Yes,37826.0,152.0,199,0
20,1,27.0,1,< 1 Year,No,2630.0,160.0,69,0
71,1,8.0,1,1-2 Year,No,63658.0,7.0,155,0
62,1,0.0,0,1-2 Year,Yes,2630.0,26.0,126,0
41,1,28.0,0,1-2 Year,Yes,28217.0,122.0,166,1
66,1,15.0,0,1-2 Year,Yes,2630.0,26.0,47,0
55,1,28.0,1,1-2 Year,No,35494.0,26.0,63,0
30,1,37.0,0,< 1 Year,Yes,2630.0,152.0,270,0
28,1,45.0,1,< 1 Year,No,38783.0,152.0,144,0
46,1,1.0,0,1-2 Year,Yes,2630.0,124.0,156,0
25,1,47.0,1,< 1 Year,Yes,36824.0,152.0,209,0
31,1,50.0,0,< 1 Year,No,31708.0,124.0,83,0
57,1,28.0,0,1-2 Year,Yes,73312.0,26.0,43,0
20,1,44.0,1,< 1 Year,Yes,2630.0,160.0,296,0
41,1,8.0,0,1-2 Year,Yes,34217.0,160.0,281,1
26,1,46.0,1,< 1 Year,No,24533.0,152.0,249,0
34,1,36.0,0,1-2 Year,Yes,35416.0,152.0,87,0
61,1,28.0,0,1-2 Year,Yes,44815.0,124.0,83,0
23,1,36.0,1,< 1 Year,No,37088.0,152.0,81,0
53,1,4.0,0,1-2 Year,Yes,31729.0,24.0,63,0
75,1,28.0,0,> 2 Years,Yes,31218.0,26.0,16,0
35,1,18.0,0,1-2 Year,No,2630.0,157.0,28,0
65,1,28.0,0,> 2 Years,Yes,34591.0,26.0,210,0
56,1,28.0,1,1-2 Year,No,37377.0,26.0,208,0
21,1,11.0,1,< 1 Year,No,22501.0,160.0,104,0
50,1,35.0,0,1-2 Year,Yes,36946.0,26.0,251,0
32,1,28.0,0,< 1 Year,Yes,33944.0,122.0,71,0
21,1,50.0,1,< 1 Year,No,37981.0,152.0,68,0
49,1,28.0,0,1-2 Year,Yes,57310.0,26.0,130,1
31,1,28.0,1,< 1 Year,No,29638.0,152.0,127,0
23,1,2.0,1,< 1 Year,No,28664.0,152.0,65,0
67,1,28.0,0,1-2 Year,Yes,34283.0,122.0,72,0
21,1,46.0,0,< 1 Year,Yes,27753.0,152.0,137,0
31,1,15.0,0,< 1 Year,Yes,29720.0,152.0,213,0
46,1,10.0,1,1-2 Year,No,34509.0,124.0,10,0
52,1,28.0,0,1-2 Year,Yes,39095.0,124.0,175,0
45,1,28.0,0,1-2 Year,Yes,50809.0,125.0,168,1
52,1,31.0,1,1-2 Year,No,2630.0,124.0,272,0
49,1,8.0,0,> 2 Years,Yes,39447.0,124.0,16,1
48,1,28.0,1,1-2 Year,No,46637.0,124.0,166,0
72,1,35.0,1,1-2 Year,No,15738.0,26.0,210,0
23,1,36.0,1,< 1 Year,No,32433.0,152.0,68,0
25,1,33.0,0,< 1 Year,Yes,29265.0,152.0,182,0
20,1,30.0,0,< 1 Year,Yes,33667.0,160.0,71,0
41,1,30.0,1,1-2 Year,No,24171.0,152.0,101,0
76,1,28.0,0,1-2 Year,Yes,31337.0,26.0,117,0
63,1,39.0,1,1-2 Year,No,43608.0,26.0,242,0
21,1,30.0,1,< 1 Year,No,33032.0,160.0,107,0
45,1,28.0,1,1-2 Year,No,47185.0,124.0,225,0
39,1,28.0,0,1-2 Year,Yes,22515.0,124.0,231,0
25,1,3.0,1,< 1 Year,No,25041.0,152.0,232,0
51,1,28.0,0,1-2 Year,Yes,33162.0,124.0,116,0
48,1,48.0,0,1-2 Year,Yes,2630.0,26.0,150,0
43,1,28.0,1,1-2 Year,No,46296.0,124.0,241,0
71,1,38.0,0,1-2 Year,Yes,30701.0,124.0,51,0
54,1,43.0,0,1-2 Year,Yes,31267.0,26.0,200,1
23,1,41.0,1,< 1 Year,No,24926.0,152.0,274,0
25,1,28.0,1,< 1 Year,No,26935.0,152.0,147,0
22,1,21.0,1,< 1 Year,No,22611.0,152.0,173,0
22,1,47.0,1,< 1 Year,No,28065.0,152.0,174,0
24,1,47.0,0,< 1 Year,Yes,36541.0,152.0,35,0
23,1,10.0,1,< 1 Year,No,29962.0,152.0,74,0
24,1,41.0,1,< 1 Year,No,38687.0,152.0,146,0
30,1,10.0,1,1-2 Year,No,39781.0,154.0,135,0
56,1,12.0,0,1-2 Year,No,23712.0,11.0,129,0
33,1,50.0,0,1-2 Year,Yes,2630.0,163.0,45,1
28,1,28.0,1,< 1 Year,No,49566.0,152.0,259,0
26,1,17.0,0,< 1 Year,Yes,2630.0,152.0,245,0
52,1,3.0,1,1-2 Year,No,2630.0,157.0,112,0
28,1,28.0,0,1-2 Year,Yes,31110.0,124.0,38,0
50,1,46.0,0,> 2 Years,Yes,2630.0,156.0,140,0
24,1,47.0,0,< 1 Year,Yes,22284.0,152.0,66,0
32,1,28.0,0,1-2 Year,Yes,18797.0,154.0,215,1
26,1,41.0,1,< 1 Year,No,23133.0,152.0,69,0
22,1,50.0,0,< 1 Year,Yes,41050.0,152.0,111,0
24,1,28.0,1,< 1 Year,No,97259.0,152.0,79,0
32,1,50.0,0,1-2 Year,Yes,2630.0,157.0,137,0
64,1,28.0,0,1-2 Year,Yes,26732.0,26.0,248,0
41,1,28.0,1,1-2 Year,No,29363.0,26.0,112,0
44,1,20.0,0,> 2 Years,Yes,2630.0,124.0,52,0
73,1,10.0,1,1-2 Year,No,54854.0,26.0,112,0
32,1,15.0,0,< 1 Year,Yes,2630.0,160.0,272,0
24,1,36.0,0,< 1 Year,Yes,26957.0,152.0,56,0
25,1,21.0,1,< 1 Year,No,31531.0,152.0,82,0
22,1,43.0,1,< 1 Year,No,18196.0,152.0,249,0
40,1,33.0,0,1-2 Year,Yes,34887.0,154.0,241,1
33,1,28.0,1,< 1 Year,Yes,57877.0,154.0,113,0
23,1,29.0,1,< 1 Year,No,35615.0,152.0,248,0
36,1,0.0,1,1-2 Year,No,2630.0,26.0,136,0
39,1,8.0,0,1-2 Year,Yes,55302.0,7.0,250,0
60,1,28.0,0,1-2 Year,Yes,50679.0,26.0,111,1
25,1,28.0,0,< 1 Year,Yes,49836.0,124.0,220,0
40,1,33.0,0,1-2 Year,Yes,2630.0,124.0,187,1
35,1,8.0,0,1-2 Year,Yes,48879.0,156.0,132,0
43,1,8.0,1,1-2 Year,No,31988.0,7.0,26,0
37,1,15.0,0,1-2 Year,Yes,2630.0,26.0,24,0
21,1,50.0,0,< 1 Year,Yes,38871.0,152.0,208,0
23,1,33.0,1,< 1 Year,No,29044.0,152.0,230,0
23,1,28.0,1,< 1 Year,No,33242.0,160.0,97,0
22,1,28.0,0,< 1 Year,Yes,56206.0,152.0,41,0
43,1,28.0,0,1-2 Year,No,71258.0,52.0,142,0
21,1,46.0,1,< 1 Year,No,22362.0,160.0,284,0
27,1,15.0,1,< 1 Year,No,36538.0,152.0,63,0
48,1,48.0,0,1-2 Year,Yes,2630.0,124.0,174,0
40,1,24.0,0,1-2 Year,No,29353.0,124.0,122,0
23,1,18.0,0,< 1 Year,No,2630.0,160.0,102,1
45,1,28.0,1,1-2 Year,No,34936.0,26.0,128,0
53,1,28.0,0,1-2 Year,Yes,37005.0,26.0,293,0
28,1,46.0,1,< 1 Year,No,27200.0,152.0,24,0
25,1,41.0,1,< 1 Year,No,21593.0,152.0,252,0
22,1,46.0,0,< 1 Year,Yes,22782.0,152.0,60,0
46,1,3.0,1,1-2 Year,No,22056.0,26.0,236,0
41,1,48.0,0,1-2 Year,Yes,2630.0,124.0,256,0
34,1,15.0,1,1-2 Year,No,25501.0,152.0,99,0
42,1,28.0,1,1-2 Year,No,30698.0,26.0,192,0
44,1,0.0,1,1-2 Year,No,2630.0,61.0,129,0
23,1,8.0,1,< 1 Year,No,41812.0,152.0,144,0
75,1,28.0,0,1-2 Year,Yes,35390.0,26.0,182,0
38,1,8.0,1,1-2 Year,No,36299.0,152.0,94,0
22,1,12.0,1,< 1 Year,No,28973.0,152.0,174,0
66,1,15.0,0,1-2 Year,Yes,31091.0,14.0,139,0
24,1,6.0,0,< 1 Year,Yes,33511.0,124.0,178,0
46,1,28.0,0,1-2 Year,Yes,38595.0,26.0,272,0
35,1,45.0,0,1-2 Year,Yes,44465.0,26.0,55,1
52,1,41.0,0,1-2 Year,No,52342.0,12.0,160,0
41,1,45.0,0,1-2 Year,Yes,29129.0,26.0,180,0
23,1,41.0,1,< 1 Year,No,21811.0,152.0,156,0
48,1,41.0,0,1-2 Year,Yes,31240.0,26.0,118,0
76,1,50.0,1,1-2 Year,No,35549.0,26.0,113,0
38,1,28.0,0,1-2 Year,Yes,38897.0,124.0,254,0
45,1,8.0,1,1-2 Year,No,34602.0,124.0,56,0
67,1,28.0,0,> 2 Years,Yes,34755.0,26.0,281,1
48,1,14.0,1,1-2 Year,No,46168.0,124.0,152,0
43,1,15.0,0,1-2 Year,Yes,30185.0,160.0,246,1
33,1,8.0,0,1-2 Year,Yes,49934.0,156.0,232,1
41,1,28.0,1,1-2 Year,Yes,65482.0,124.0,116,0
52,1,46.0,0,1-2 Year,Yes,2630.0,124.0,284,0
40,1,20.0,0,1-2 Year,Yes,2630.0,124.0,10,0
33,1,19.0,1,1-2 Year,No,37522.0,124.0,19,0
25,1,28.0,0,< 1 Year,Yes,33815.0,124.0,79,0
30,1,28.0,1,< 1 Year,No,42623.0,152.0,59,0
71,1,46.0,0,1-2 Year,Yes,25958.0,26.0,190,0
21,1,28.0,1,< 1 Year,No,40860.0,152.0,178,0
24,1,6.0,1,< 1 Year,No,20438.0,152.0,79,0
25,1,46.0,1,< 1 Year,No,38893.0,26.0,95,0
59,1,41.0,1,1-2 Year,No,103372.0,152.0,232,0
61,1,28.0,0,1-2 Year,Yes,44054.0,122.0,66,0
52,1,14.0,0,1-2 Year,Yes,2630.0,26.0,198,1
46,1,28.0,1,1-2 Year,No,42861.0,26.0,42,0
59,1,28.0,1,1-2 Year,No,44031.0,124.0,219,0
22,1,47.0,0,< 1 Year,Yes,41663.0,152.0,85,1
28,1,28.0,1,< 1 Year,No,39101.0,152.0,297,0
23,1,13.0,0,< 1 Year,No,40192.0,152.0,209,0
55,1,28.0,0,1-2 Year,Yes,47217.0,124.0,88,0
35,1,46.0,1,1-2 Year,No,30902.0,11.0,270,0
23,1,45.0,1,< 1 Year,No,36369.0,152.0,260,0
32,1,41.0,1,< 1 Year,No,39805.0,152.0,81,0
45,1,28.0,1,1-2 Year,Yes,2630.0,26.0,110,0
26,1,45.0,0,1-2 Year,Yes,25251.0,124.0,123,0
45,1,43.0,1,1-2 Year,Yes,62993.0,30.0,29,0
39,1,15.0,0,1-2 Year,Yes,2630.0,26.0,104,0
60,1,41.0,0,1-2 Year,Yes,34371.0,124.0,63,1
36,1,28.0,0,1-2 Year,Yes,43829.0,124.0,103,0
31,1,38.0,1,1-2 Year,Yes,24730.0,124.0,144,0
27,1,29.0,1,< 1 Year,No,35256.0,152.0,68,0
22,1,50.0,1,< 1 Year,No,36077.0,152.0,217,0
42,1,20.0,1,1-2 Year,No,2630.0,26.0,111,0
50,1,44.0,1,1-2 Year,No,37881.0,155.0,172,0
43,1,8.0,1,1-2 Year,No,40410.0,156.0,276,0
44,1,9.0,0,1-2 Year,Yes,25003.0,156.0,37,0
70,1,18.0,0,> 2 Years,Yes,39661.0,26.0,172,0
44,1,8.0,0,1-2 Year,Yes,54331.0,124.0,192,0
29,1,15.0,1,< 1 Year,No,36750.0,152.0,149,0
